ACCT_GUID,EFF_DT,CIFDB_ACCT_ID,ACCT_BAL_AMT,ACCT_STATUS_RSN_TXT,PAYMT_MIN_DUE_AMT,PAST_DUE_1_30_AMT,PAST_DUE_31_60_AMT,PAST_DUE_61_90_AMT,PAST_DUE_91_120_AMT,PAST_DUE_121_150_AMT,PAST_DUE_151_180_AMT,PAST_DUE_181_210_AMT,PAST_DUE_211_240_AMT,PAST_DUE_241_270_AMT,PAST_DUE_271_300_AMT,PAST_DUE_301_330_AMT,PAST_DUE_331_360_AMT,PAST_DUE_361_UP_AMT,CHARGEOFF_DT,CR_LMT_AMT,CR_LMT_AVLB_AMT,TOT_PAST_DUE_AMT,LAST_PAST_DUE_CYCL_AMT,PAST_DUE_CYCL_LTD_CNT,ACTL_DAYS_PAST_DUE_CNT,CNSCTV_DAYS_PAST_DUE_CNT,MOST_RCNT_PAST_DUE_DT,PAST_DUE_ACCT_STATUS_CD,COLL_ENRLM_STATUS_CD,PAST_DUE_CYCL_TXT,CLNT_PRDCT_CD
78dec77c-f37a-43da-a028-24c81c4ec52b,2025-04-03,4920078,30957.71,Cause start Republican civil color camera.,2882.01,46.43,832.08,348.34,921.01,1867.42,867.07,308.06,1032.69,87.88,206.5,1199.12,175.88,633.44,,126401.89,51513.2,8525.92,1983.04,4,8,21,2025-05-05 10:11:06,Tw,CENRL905,Politics doctor us far possible Mrs.,PRDCT93
af94bca7-641f-48c3-b00d-053f486a1c48,2025-04-03,3685339,49505.27,Send candidate spring hope society else wait.,2788.27,1487.12,1081.6,146.63,982.69,179.11,1628.19,650.71,1586.93,1149.65,1034.81,718.9,197.78,1827.58,,15901.27,6338.18,12671.7,4683.43,8,7,27,2025-05-22 18:55:29,wl,CENRL169,Begin those off impact.,PRDCT22
f75eeb64-8c28-436b-acaa-f25fe7e2a292,2025-03-20,8090870,19195.14,Skill also green young animal remember down.,168.16,1088.05,1552.0,353.42,953.6,1330.45,900.96,592.8,625.81,109.39,471.72,785.28,1572.17,292.15,,41245.49,29270.12,10627.8,473.99,2,29,21,2025-04-25 12:18:10,Cx,CENRL565,Phone all entire arm.,PRDCT05
3ad6a7f2-2fc2-4d57-8e61-de2d76eb2df2,2025-03-23,4128989,49087.01,Shoulder surface magazine we of subject be.,3620.99,589.08,930.74,675.92,728.51,1901.83,79.87,1762.17,1378.47,1411.27,378.39,789.18,1955.12,821.16,,91674.01,69671.86,13401.71,4491.24,0,27,24,2025-04-08 14:56:36,xw,CENRL407,With care or security.,PRDCT58
b83f685c-9a7f-4030-a61e-84e7545afb78,2025-04-09,6550840,37574.76,Her play score baby consider north.,1664.3,503.37,1807.07,544.27,1584.72,1154.66,410.34,1143.13,1258.03,1085.44,1755.14,404.86,1334.74,1000.3,,86895.47,9497.3,13986.07,2807.49,2,26,14,2025-05-05 15:40:02,Ch,CENRL946,Personal grow thank meeting.,PRDCT99
81038814-9fde-4e49-9dc9-d669250709db,2025-04-09,3325296,82541.67,Consider large join decade build structure attorney simply.,855.24,275.06,53.1,94.06,808.98,1518.54,980.71,618.87,1100.09,363.57,1270.8,1462.24,612.43,778.63,,14730.95,6438.33,9937.08,3594.02,4,16,10,2025-05-07 01:56:30,Lk,CENRL227,Fine prevent set.,PRDCT91
ebd42c83-3b30-4e0e-a14b-ecfebe399d42,2025-04-17,4570398,7376.32,Close positive candidate car who father.,2887.11,852.04,904.0,1271.42,968.36,1353.91,1587.86,293.14,1853.55,93.58,153.85,185.11,671.62,1357.89,,131906.87,37621.64,11546.33,3833.92,7,12,16,2025-05-03 08:17:51,Oo,CENRL908,Why step throw television hard claim.,PRDCT89
4b1a1fab-e90d-46f2-8094-3f54a9706616,2025-04-28,4879069,35552.13,Law huge think recognize season.,556.11,1013.29,1715.92,1618.4,1160.45,313.64,1549.35,462.34,460.32,1074.24,452.88,1083.51,184.15,534.08,,13414.77,5.66,11622.57,1629.55,6,27,11,2025-05-08 11:51:41,nz,CENRL279,Next leader woman.,PRDCT51
980e1002-317e-4e6c-9c0e-1f9700e0e99a,2025-04-30,2209078,70859.32,Production however at mother yes food respond.,421.7,1670.88,1580.99,1514.62,923.16,1671.7,1854.54,716.12,1068.27,1626.65,623.63,1119.66,361.68,1471.45,,113224.99,112755.22,16203.35,1313.65,3,24,13,2025-05-31 03:58:33,Tq,CENRL407,Instead behavior parent road.,PRDCT23
bbac60c3-93d8-4633-8f90-025b033a8791,2025-04-28,1163288,86984.81,Cost forget avoid drive lay news.,3059.47,937.56,1962.29,127.81,1502.69,1599.95,366.08,1842.21,954.73,840.97,902.63,1899.01,693.15,1898.19,,111168.9,100430.83,15527.27,3632.54,0,20,15,2025-05-16 11:06:36,hC,CENRL504,Again apply budget let.,PRDCT18
cd404ab1-34bd-4c48-8a54-8bee6626bfed,2025-04-22,9847814,35640.32,Interest who music place hospital.,3136.4,1241.18,1206.23,386.77,1479.96,130.86,67.94,408.25,1604.72,726.12,208.96,630.36,159.07,1047.43,,185351.17,144708.2,9297.85,2054.33,11,12,4,2025-04-18 00:31:18,tG,CENRL130,Side world news house college fight.,PRDCT00
8c91db9a-aae7-409c-ac95-1ff593a8563f,2025-04-14,5235949,5099.94,Station provide writer loss girl future option.,703.27,237.9,293.29,675.19,550.47,638.0,1736.92,922.41,1458.52,367.98,22.4,190.91,1129.88,1228.89,,188070.1,36029.79,9452.76,1818.59,9,3,0,2025-05-02 09:15:44,jf,CENRL898,Many thank interview.,PRDCT30
627680a8-b242-4b79-aa9a-4baa2f2fb9ee,2025-03-27,1428465,46963.11,Second foot expert sometimes available put.,1729.1,464.96,240.68,1194.25,380.96,1097.09,1157.82,1117.24,413.64,583.93,1091.79,1611.25,426.44,1250.4,,165868.0,138233.31,11030.45,2306.93,12,20,23,2025-05-09 08:50:55,Uz,CENRL608,Reduce finish manager someone point.,PRDCT15
69db949d-d48d-46e1-957b-5ed6db8fbcc6,2025-03-08,1260104,58445.48,Trouble wait happen we.,94.22,1013.45,1759.72,1850.9,4.5,1960.56,1706.13,1005.75,1634.47,584.4,932.79,1661.7,508.69,230.04,,72883.59,58612.17,14853.1,3045.35,9,19,29,2025-05-08 05:15:21,Ne,CENRL427,Control just offer main society.,PRDCT97
e6a5578c-3083-4198-96ed-5d9194a1e672,2025-04-02,5631044,55809.56,Effect accept policy doctor require shoulder look.,894.98,1464.21,1103.18,282.85,14.92,1837.84,541.02,1968.98,1295.03,1965.69,1496.32,762.79,1520.13,1247.79,,20019.54,869.68,15500.75,1954.56,5,10,25,2025-04-08 08:06:59,cp,CENRL951,Be offer tree born whatever improve.,PRDCT00
01295548-b874-4042-b672-a097aa351f05,2025-05-09,5138309,39880.66,Election lose have picture second.,2698.24,1646.16,316.02,889.22,131.22,457.72,1557.36,1426.28,377.02,1692.23,967.07,829.77,1405.89,1800.96,,78170.84,76611.27,13496.92,1731.08,1,8,15,2025-05-08 05:45:59,Jw,CENRL905,Improve radio unit.,PRDCT81
2afa9600-7039-48dd-9840-20635193bcd4,2025-05-01,7405909,57807.76,Yet such sense effort control past.,812.47,1483.65,369.79,405.67,1514.24,1765.55,1952.06,71.89,173.3,1393.55,596.41,375.67,30.78,1900.82,,115235.25,3733.23,12033.38,4842.55,5,7,6,2025-04-22 07:37:38,wP,CENRL484,Focus deal special down discover.,PRDCT96
42690cfe-4cab-4a21-9bef-8bf7232fd7f0,2025-04-20,2932117,96893.56,Year talk best series sure loss without common.,3200.54,71.48,1728.32,582.02,472.84,574.24,1182.7,150.33,107.64,1458.35,127.52,397.25,179.57,1591.14,,184497.06,86998.6,8623.4,2895.71,2,20,18,2025-04-16 07:30:52,Qh,CENRL715,From break civil.,PRDCT72
84510f36-8e1b-4353-bda1-820413a7d433,2025-04-21,9536559,98835.36,Mr guess down new phone fine address increase.,254.98,666.44,1302.3,40.39,241.1,1434.18,1478.47,495.88,1658.8,1046.05,113.55,859.03,1462.1,121.79,,22953.46,15715.34,10920.08,3618.84,12,6,24,2025-05-18 02:28:45,Xo,CENRL040,Tough than seek save.,PRDCT80
d9ad0d3e-6621-4a93-9c8d-a5081531f9e3,2025-03-14,5102709,27776.56,Together month pull answer.,4431.64,846.1,1411.82,744.37,138.92,1526.15,217.1,1951.75,372.88,1471.31,284.93,905.48,844.99,1455.2,,193570.1,123471.32,12171.0,2764.15,0,9,26,2025-05-28 11:36:06,nd,CENRL477,Production everything human six.,PRDCT17
86a83c39-5c07-4164-94b5-0ef4d9e58b6f,2025-05-03,7687826,9845.58,Inside social kid dog specific trade three recently.,706.74,1327.09,785.7,309.89,478.26,501.47,1310.18,647.66,1794.06,315.57,1938.54,115.87,1236.15,542.83,,84968.61,1161.27,11303.27,4717.89,12,10,22,2025-04-26 07:51:04,Xt,CENRL770,Stuff dark town human experience moment.,PRDCT50
79f75676-f71e-4742-b331-4346070f5214,2025-03-09,7736493,83936.14,Herself soldier one.,4457.2,1843.6,362.92,917.76,1274.35,843.58,217.65,55.91,1830.06,1903.96,1737.42,59.26,1654.21,1720.16,,17301.35,13150.38,14420.84,2622.16,7,2,28,2025-05-29 18:39:03,Fq,CENRL472,Republican purpose paper second.,PRDCT22
b66100aa-7ea8-4334-89fc-143904e31d09,2025-04-17,9704186,1832.35,Side rise fine small south Congress.,300.16,1515.65,157.58,499.46,249.95,457.25,1612.48,1897.81,1323.65,976.12,1992.49,325.42,1163.68,261.01,,27929.88,7844.56,12432.55,679.03,5,14,7,2025-04-18 12:24:11,pa,CENRL930,Rest amount coach.,PRDCT03
dce327bd-9774-434e-b2da-ebff9bb401ba,2025-03-11,8414219,92378.28,Possible whole step newspaper stage ever seat.,1485.68,1955.34,1872.55,609.02,95.98,819.12,1240.41,147.67,180.5,1687.23,1862.73,1328.4,1161.72,1894.83,,48410.19,15604.81,14855.5,4131.15,2,2,12,2025-05-10 18:58:29,xQ,CENRL994,Third would decide poor important.,PRDCT32
687c7ab1-0704-4582-a12f-13f52923d90d,2025-04-14,6990347,2893.68,Agreement brother sea lose.,2127.66,1722.6,1417.94,1696.46,1457.23,1783.53,1997.97,1460.61,1790.18,955.7,30.07,723.73,1927.41,1760.74,,100521.79,15001.68,18724.17,1854.18,8,18,29,2025-05-31 18:40:29,lX,CENRL532,Law research professor change.,PRDCT52
c05e601f-8f68-4eae-aac3-2fdb2397e686,2025-03-29,8318855,48392.25,Hour nature American choose act although mother.,3052.56,410.09,1580.37,38.52,497.07,1741.52,1663.88,1316.82,1158.27,522.51,431.82,1892.39,1739.4,1685.93,,24113.91,17028.16,14678.59,4136.67,12,5,20,2025-05-03 04:31:31,TD,CENRL423,Control relate toward step.,PRDCT53
2b6e0fe7-9d17-4845-95bd-ad3a553afc4c,2025-04-28,1720608,82376.66,Eight ground method.,1553.32,1741.04,782.7,1770.09,832.22,289.56,1976.65,1076.93,627.9,976.25,1337.56,1477.83,1106.89,1413.85,2025-03-08,142617.0,44258.81,15409.47,210.53,4,18,6,2025-04-15 22:28:24,nM,CENRL426,Small fact when.,PRDCT77
ca25260d-e7eb-4589-aba9-3d4ec649340a,2025-03-11,7503469,90256.09,Rise than body sense on list.,1988.48,1302.85,577.68,494.67,1716.51,663.51,696.98,1200.78,481.9,79.44,1111.89,648.03,1005.54,302.11,,128971.33,82331.6,10281.89,2752.62,0,9,23,2025-04-30 23:51:09,wq,CENRL628,Early rate book none now each.,PRDCT43
4ab681b5-17ec-4031-bcf1-ac00712b3acf,2025-04-27,8940121,46641.73,Ball along sell college board gas.,1888.19,1202.67,1419.86,326.3,1577.29,983.27,531.63,51.42,3.25,1387.75,787.37,235.41,1527.23,1303.69,,133506.55,108864.18,11337.14,4930.6,11,18,25,2025-04-05 04:46:05,bG,CENRL463,Develop four when part.,PRDCT41
5f5df8db-dfa7-4367-9fca-2c5cadb3d3ed,2025-04-09,1197451,59897.81,Remember list somebody.,4113.18,1679.63,543.08,463.72,836.14,805.25,1779.07,935.13,1010.25,1199.58,1048.7,705.8,1295.33,1973.07,,52556.55,48850.65,14274.75,2814.97,7,19,22,2025-05-03 10:47:22,DP,CENRL646,Stand public hospital myself for yeah.,PRDCT15
a21dd090-df94-430b-b522-f22b607e7d0f,2025-05-02,3129883,64423.88,Turn though especially doctor perhaps.,4448.19,1816.9,1307.96,467.73,558.74,1760.2,1683.75,435.26,89.37,611.76,1918.93,1208.17,1547.73,1256.03,,145740.51,86152.99,14662.53,3949.2,8,30,1,2025-04-19 22:56:22,ir,CENRL255,Travel bed mean walk.,PRDCT13
589778af-0c81-42a1-b3de-b4276abcb857,2025-04-13,7745359,6471.11,Let executive send threat million door change miss.,1229.61,269.38,663.44,437.83,1883.36,484.86,949.33,678.87,306.47,929.08,670.01,907.68,824.5,1428.55,2025-05-26,184543.22,52274.17,10433.36,2021.42,6,12,1,2025-05-20 12:59:25,Op,CENRL859,Investment artist language what toward.,PRDCT75
8b04d6da-df36-4444-a7d0-e1891b7a690c,2025-05-05,8561859,17897.44,Position scene citizen attack information.,3792.08,356.59,1426.72,1384.32,469.88,1543.16,1824.35,638.28,642.33,1465.61,628.61,36.74,91.15,1438.01,,18156.13,14423.41,11945.75,324.7,8,14,25,2025-05-26 15:53:27,xN,CENRL186,Interesting bit popular west training future.,PRDCT96
5c158f80-316f-447c-94b8-f35701d31e85,2025-04-19,4231843,21148.77,Page house animal late effect south.,1432.46,676.68,1678.45,50.76,1923.86,912.0,148.47,908.34,509.29,1523.52,790.24,1662.11,787.74,567.15,,69810.29,19266.26,12138.61,3021.99,2,13,9,2025-05-06 13:17:24,kQ,CENRL852,Bill party TV mouth.,PRDCT33
f37897ca-82ff-4c6c-a715-169fcf12a43d,2025-04-22,5442132,83930.18,Simply stock friend hospital.,4083.03,133.91,1604.75,497.06,420.65,577.64,1271.72,1703.6,1165.55,1503.05,33.83,1616.23,1752.65,1492.15,,32773.35,27341.22,13772.79,1818.95,4,23,30,2025-05-24 01:03:39,lu,CENRL985,Baby agree approach right until.,PRDCT22
8e98b508-8f0a-4767-bf2a-56bee03fec89,2025-05-25,1472824,8179.46,Sometimes picture she evidence middle century.,3175.84,140.36,1528.95,1418.91,508.97,1973.85,1068.83,1962.78,992.7,1422.88,948.92,1370.12,460.24,215.38,,27957.5,13957.0,14012.89,384.05,0,30,7,2025-05-14 21:53:15,Hs,CENRL210,Seek whose pass.,PRDCT33
dfcae4b1-f09f-400c-8eaf-5c913732dc7c,2025-04-17,3946346,8082.54,Million chair better perform risk data.,2401.33,1241.52,374.51,1875.6,1699.66,129.31,1946.4,1363.75,1012.09,1299.47,1262.42,1428.85,850.33,623.15,,67520.94,33805.63,15107.06,4210.78,4,6,19,2025-04-14 00:33:47,kx,CENRL540,Minute just able according.,PRDCT29
8cb53568-c426-4a2b-bd7a-9b026f0df2e3,2025-03-08,2541749,21717.88,Particular small month fast early middle.,4200.21,62.72,986.06,1313.51,1994.9,1002.78,831.96,1356.22,717.9,154.01,1939.85,785.13,1080.86,160.43,,141187.05,116565.23,12386.33,952.37,12,28,6,2025-04-04 22:28:33,aU,CENRL446,Nice check final style recently this.,PRDCT02
9c0435a4-15d4-4af0-95dd-4eecb1cee24d,2025-05-02,9776935,45239.18,Them glass that evening you thank.,4062.01,561.39,1083.22,524.37,335.74,1349.32,584.67,1389.71,1542.81,1331.2,1629.12,1923.22,350.89,1295.85,,117116.02,104005.61,13901.51,4329.22,3,6,21,2025-05-07 17:28:24,Vu,CENRL237,Ready effort girl big good.,PRDCT50
23979985-0b9f-417a-b5af-0bea132cee3a,2025-04-01,2434774,54936.57,Pretty consider could.,2200.41,557.51,1247.0,399.02,286.8,391.79,1297.63,1573.1,1402.0,1384.16,720.14,1671.71,643.96,88.64,,39606.75,16565.58,11663.46,1997.7,1,21,14,2025-04-21 21:46:18,aJ,CENRL046,Himself cold authority society project subject.,PRDCT28
85cea50b-4736-4cb6-a25c-5ee4283680b1,2025-04-02,8624033,94655.09,Seek while million agent decide game.,4704.59,341.64,310.28,1280.18,297.75,1806.9,1749.97,1236.83,572.34,1613.39,666.54,1642.62,1945.36,521.68,,72869.39,49529.12,13985.48,2526.26,8,23,20,2025-04-29 18:35:40,bh,CENRL907,And future reveal.,PRDCT49
3954dd96-0d9b-48d0-a360-c51a8d855eca,2025-03-27,7102120,36721.44,Including time able guess ability meet.,2888.96,765.86,1207.4,398.01,224.45,1616.94,1807.15,159.16,734.98,1934.84,1347.22,1836.95,1558.07,1839.7,,179194.59,130551.62,15430.73,3681.87,5,9,6,2025-05-02 01:57:57,zr,CENRL432,Market college call.,PRDCT59
40aedd60-c0a3-4030-81aa-30ef37991d14,2025-04-05,7627286,70791.56,Bring let none create heavy her.,129.03,731.88,1340.25,787.7,66.59,763.96,1808.27,284.8,655.86,474.91,1468.5,1386.19,87.32,319.54,,166217.74,74293.64,10175.77,645.4,8,28,8,2025-04-11 20:44:34,XD,CENRL099,Situation car person hair mention.,PRDCT70
0b207f00-ae9c-4c6c-a3e5-f743cd3d5d44,2025-03-19,1178004,11240.58,To thousand real current whether.,4082.16,350.79,589.4,710.25,463.96,813.67,405.99,1770.82,29.87,1859.28,1992.88,943.5,611.56,1863.68,2024-12-25,63731.22,20638.5,12405.65,88.23,7,22,21,2025-05-30 10:14:19,bY,CENRL390,Air statement card because clear.,PRDCT34
bc62c609-291b-4c60-8214-eb5b9dfe3954,2025-04-11,5116149,77853.56,Four put arrive off.,1568.11,169.47,975.08,884.36,248.84,665.97,200.22,1383.7,1454.98,719.47,1197.2,512.46,345.53,1376.43,,67776.5,10931.17,10133.71,1895.61,10,5,11,2025-05-16 02:16:38,DU,CENRL644,Speak animal including admit down.,PRDCT16
64e17880-a40c-4e1b-9e5e-14e0deb20b6e,2025-04-13,5893775,4596.01,Outside cultural according agency argue where.,3013.25,1995.72,1099.59,561.81,808.33,495.7,1011.09,1828.61,558.23,322.6,1234.32,1212.95,1589.82,695.37,,170963.25,76863.03,13414.14,2071.03,10,18,28,2025-04-27 10:24:11,WO,CENRL003,Front include set.,PRDCT11
5ef3ff5f-15c5-4f6d-b263-cf1cdca73053,2025-04-08,1298024,99553.36,Control itself say improve.,2678.56,1848.0,364.14,987.03,1608.99,1372.21,1835.64,27.71,1335.57,405.81,626.83,578.75,1429.92,438.21,2025-03-23,198993.76,148363.48,12858.81,2639.62,10,6,8,2025-04-17 11:04:13,Cw,CENRL399,Majority cold will behavior none new.,PRDCT32
c08d4da8-adab-403e-b1ef-e42e29417a03,2025-04-19,7838972,16948.12,Experience plant important reveal industry.,4396.75,1222.84,1252.67,530.97,1259.86,315.78,1381.87,1408.07,1108.27,429.98,715.48,522.33,517.17,578.59,2025-05-24,38189.21,4360.59,11243.88,469.87,5,25,12,2025-04-06 10:54:29,cb,CENRL532,Yet claim science foot rich.,PRDCT02
8bb9309d-1e69-421b-b298-125117f8db20,2025-03-26,7058751,62058.19,Treatment doctor second security process from life man.,2881.84,200.76,851.76,1731.85,273.35,370.52,1256.43,498.31,119.45,370.23,478.2,992.71,663.97,1125.46,2025-02-01,124319.39,65377.32,8933.0,369.21,5,23,22,2025-05-08 11:16:42,FT,CENRL513,Foreign tax agreement vote.,PRDCT66
db4a8bd7-80fe-4569-acd2-023327893fd0,2025-05-02,7905314,7141.04,Fly season work father challenge.,2078.45,1856.22,756.32,1699.15,1769.25,974.71,1047.55,1943.82,1168.86,1468.6,826.03,1741.81,1287.0,1372.88,,170778.29,18229.63,17912.2,960.76,7,13,22,2025-05-09 22:49:59,Zg,CENRL113,Else hard part.,PRDCT68
687347d5-4a8b-4bcf-b980-4713952fb126,2025-04-09,2122640,22133.68,She true shoulder range base.,1821.36,594.46,1128.76,182.67,1816.22,418.92,1360.84,912.7,1837.44,1620.72,226.08,140.55,1192.36,1275.79,,34251.88,2224.52,12707.51,3002.24,4,19,28,2025-04-29 08:43:55,Iy,CENRL563,Large news should do as whole.,PRDCT59
6aec7126-3299-4246-ad25-9bff853eaf19,2025-04-30,8149011,8635.28,Ready behavior us wrong claim.,2508.49,129.59,194.06,1821.16,1888.3,822.47,879.61,1888.39,516.87,79.42,1979.2,417.95,1580.95,1700.76,,121795.18,6554.62,13898.73,1684.93,5,6,14,2025-05-23 06:33:02,EQ,CENRL097,Note street it feel popular.,PRDCT84
dbae4836-7204-4480-878b-3c3093640af0,2025-04-20,9011199,32114.73,Always letter arrive happen piece hope statement.,522.91,347.18,648.59,442.79,1629.44,525.22,433.96,624.83,904.84,863.8,856.94,213.18,539.11,1794.18,,10909.36,2680.58,9824.06,533.79,11,23,11,2025-04-21 01:34:05,fN,CENRL292,Real much officer base teacher though.,PRDCT03
c6ea291b-4b21-4550-baa7-86a2b0cdcf38,2025-04-25,8049851,17928.02,Finally mouth understand small member.,510.61,42.52,201.33,1410.3,1908.23,755.79,1321.78,995.43,1567.18,420.45,1650.49,818.01,1444.1,924.23,2025-05-11,35188.84,26270.96,13459.84,1607.77,12,19,19,2025-04-17 08:53:45,Bp,CENRL684,While likely choose notice.,PRDCT33
61a90505-341f-402f-a139-378b1100ae7b,2025-05-10,5184117,30833.16,Response like past force.,82.47,1047.31,885.75,303.15,1340.9,1059.63,17.91,1335.04,285.74,676.82,1805.33,1601.62,154.37,1260.97,,72878.21,15397.16,11774.54,559.86,6,20,15,2025-05-26 15:59:59,pB,CENRL408,Senior arm member put month spring.,PRDCT93
22d3dc31-650c-497c-8cc0-b86faf842fac,2025-04-24,3051952,15797.17,Environmental feeling American can they among begin new.,3196.37,209.46,230.49,345.99,312.69,879.82,1228.7,130.45,42.36,1553.9,1909.72,1243.6,1390.51,352.71,,176670.74,151788.71,9830.4,4357.33,11,18,3,2025-05-05 20:51:13,FM,CENRL037,Although week shake cost.,PRDCT73
0a60e300-5d21-48e4-9387-e775c45b3330,2025-03-18,5761444,3945.66,Ever deal some control.,1688.46,172.02,306.2,1783.02,792.83,356.4,1704.85,48.37,967.14,1135.49,482.43,179.18,759.99,852.53,,197808.74,52943.7,9540.45,2009.8,12,29,14,2025-05-21 22:33:45,kk,CENRL620,Manager Republican strategy talk answer.,PRDCT18
29dc83a6-f619-41d8-9cb1-6f7681821eeb,2025-05-07,7652393,10603.16,Some chance even why off.,280.6,97.14,1026.35,710.94,665.25,1603.46,1802.86,1835.96,1807.23,1127.81,114.93,1400.23,999.96,842.38,2025-04-06,193558.03,150930.89,14034.5,104.1,0,1,24,2025-05-09 23:40:50,QF,CENRL553,Per court just.,PRDCT32
23856e49-b961-4a38-9bb5-d09550bd0bfa,2025-05-23,2967446,63375.82,City field address dog reach federal agree.,3677.92,1550.19,1225.78,1185.42,907.66,1245.1,1220.85,667.85,1263.86,445.46,284.61,1921.47,1215.28,1566.28,,183713.36,175923.14,14699.81,3875.77,9,28,13,2025-05-12 04:06:34,mn,CENRL884,Community statement sing human speech.,PRDCT57
c8a33581-eb84-4d82-9b78-1c36e93ceaf6,2025-03-11,4718897,72550.8,Test adult character fund check.,3364.3,134.17,1458.77,1214.3,886.99,1748.28,1987.87,485.98,1414.74,1680.92,1869.46,292.64,1781.55,1828.58,,39410.26,11796.95,16784.25,4832.2,1,30,13,2025-04-09 12:03:41,mn,CENRL359,Mr author quality wish wind.,PRDCT71
cad540b8-9ec5-4182-ae9b-c48a6c49860a,2025-04-27,9691227,88871.76,Few social recent coach alone these.,3024.89,403.47,1575.71,699.06,45.16,641.17,1471.63,286.95,345.64,1864.58,1058.07,857.55,65.99,682.59,,29020.81,20049.01,9997.57,1466.1,11,25,21,2025-05-26 20:57:54,yt,CENRL188,Pay behind game ready term.,PRDCT98
d34e665a-de65-417c-9fe7-a87f4a124af3,2025-04-11,3236537,32321.02,Century see each character concern.,3488.4,1637.16,708.15,106.06,227.8,125.17,1383.36,1241.43,1043.85,1412.05,1892.12,10.49,1408.75,1520.48,,35256.64,15098.22,12716.87,3814.08,4,5,20,2025-05-25 13:38:14,NR,CENRL132,Read stay process executive.,PRDCT93
d0656d2a-f1d9-414e-9328-31a5049a30ed,2025-05-30,1647896,60258.47,Fight run fire maybe tonight base.,4979.52,1757.17,942.81,1518.91,1636.37,820.36,105.39,903.8,106.84,92.44,1954.69,1136.52,312.99,1349.22,,136259.23,126627.95,12637.51,3744.5,12,14,5,2025-04-25 23:56:32,NA,CENRL252,College foot support alone do.,PRDCT98
5d7c95e0-047a-4c22-a767-16b6382b8979,2025-04-09,4921450,1442.68,Catch population growth six face.,1313.74,628.03,522.62,903.88,483.7,1484.55,17.29,77.94,1649.81,1598.59,1014.52,1693.3,973.81,948.4,,44948.01,8424.13,11996.44,289.56,12,12,29,2025-05-14 15:27:42,xO,CENRL634,Contain challenge the past woman lay.,PRDCT61
8be8d1d7-d2d1-4004-bca1-615bc4b037fc,2025-04-27,6812700,3401.59,Guy ability event large mention left.,1000.77,43.81,206.64,961.11,966.71,1988.56,1235.03,1616.24,775.11,1974.53,472.33,1646.59,248.64,159.49,,176276.38,19448.0,12294.79,4902.68,5,25,14,2025-04-22 16:41:37,uB,CENRL984,Beautiful him range want range.,PRDCT29
5e94d74e-2283-4eab-9863-d02f6eb032e5,2025-03-12,7215993,1505.67,Water mother write prove industry though wear.,1874.09,1772.85,190.24,146.0,1673.53,637.68,1534.52,1096.51,1453.02,1661.2,409.88,267.12,1634.77,617.72,,143841.94,99801.19,13095.04,3924.33,0,14,17,2025-04-20 16:39:11,Pj,CENRL906,Provide former century over.,PRDCT07
6e7aa4e6-07b3-480f-824d-936cde3b5b30,2025-04-19,4140807,62574.71,Compare back season model talk participant already.,3202.7,116.24,1612.77,56.98,1756.08,1600.48,1598.0,1519.93,1608.26,348.25,561.18,562.19,1377.87,1231.21,2025-01-27,20272.78,5504.04,13949.44,1225.33,3,22,2,2025-05-13 00:22:49,ng,CENRL171,Charge almost dream blood authority.,PRDCT36
55c6133b-26a2-46f1-bf60-a700ef31b9eb,2025-03-13,3382616,14799.24,Suggest when measure sister less community.,1787.47,172.83,929.91,243.6,363.27,1850.27,1161.06,206.61,1587.4,1390.25,1140.55,1075.18,571.71,578.44,2025-02-11,169223.18,124058.3,11271.08,4520.69,5,24,3,2025-05-15 05:58:02,fK,CENRL553,Keep sense fire television guy agree.,PRDCT33
2b9415e1-adb9-41c3-8bb3-ae7d1c757bc5,2025-03-26,1829269,96003.36,End voice hospital relationship.,3647.06,61.91,66.59,1365.22,1137.0,1225.24,843.22,1951.0,1362.94,563.54,1192.42,469.02,802.41,1215.84,,80520.64,29199.83,12256.35,4696.69,9,11,3,2025-04-04 21:15:25,XG,CENRL469,Establish particular even while key.,PRDCT32
406e4255-dbcb-40c8-9547-ad14416784d1,2025-03-10,3201051,25109.99,Seek conference believe money would anyone choice.,1048.31,903.29,1935.92,1226.97,669.44,209.69,1519.25,537.29,1499.4,1650.11,1381.29,696.86,960.91,1485.05,,119306.3,88031.37,14675.47,3811.69,10,12,10,2025-04-14 08:11:04,Nm,CENRL902,Girl practice weight nor.,PRDCT64
d5331c00-a6ce-4b96-83c6-6b671afc3678,2025-03-12,7040459,77772.92,Develop expert never hold simple meeting.,4202.18,1230.12,1427.37,883.79,1983.39,1339.47,688.26,1340.59,515.45,292.74,915.32,995.13,841.2,1975.73,,182631.64,77553.8,14428.56,2211.44,4,16,5,2025-05-27 18:50:26,kF,CENRL096,Stage help avoid through realize clearly.,PRDCT49
2682fbe4-7b72-41b6-8540-ea90eda01e5c,2025-04-04,7441964,1825.19,Remain save laugh attack interview.,3828.42,123.72,1378.67,1938.04,397.02,601.89,649.8,1265.33,1883.91,1968.8,459.64,1162.58,1410.69,1372.71,2024-12-23,193239.04,60135.73,14612.8,552.27,1,26,8,2025-05-10 22:10:46,LP,CENRL921,Almost source director career traditional size.,PRDCT09
